id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind,clm,numclaims,claimcst0
6839,1.98,0.070002814,SEDAN,1,F,C,4,petrol,138,65.0,white,S,0,weekday,12am - 6 am,12,644.3064141266135,0.0,0,0,0.0
6840,1.12,0.686813148,SEDAN,4,M,B,2,petrol,157,72.0,silver,S,1,weekday,12pm - 6pm,12,648.5477385773536,0.0,1,1,2351.272658
6841,3.91,0.39694865,TRUCK,2,M,F,3,dissel,354,60.0,gray,M,0,weekday,12pm - 6pm,12,654.0709819821689,0.0,0,0,0.0
6842,2.11,0.471437511,SEDAN,2,M,C,4,hybrid,194,56.0,yellow,M,1,weekend,6pm - 12am,12,658.1038768999446,0.0,0,0,0.0
6843,1.26,0.585736489,HBACK,2,F,C,3,petrol,105,36.0,blue,S,0,weekday,6am - 12pm,12,636.4664756475017,0.0,0,0,0.0
6844,1.47,0.768832735,UTE,3,M,A,3,electric,178,81.0,blue,S,0,weekend,6pm - 12am,12,642.9030080293688,0.0,1,1,704.1449506
6845,0.82,0.328772663,STNWG,4,F,C,5,dissel,170,90.0,black,M,0,weekend,12pm - 6pm,12,644.3593256801867,0.0,0,0,0.0
6846,1.72,0.609493593,SEDAN,3,M,A,5,petrol,145,31.0,blue,S,1,weekday,6am - 12pm,12,648.2712204819686,0.0,0,0,0.0
6847,0.88,0.40484575,HBACK,3,F,E,5,dissel,132,70.0,black,S,1,weekday,12pm - 6pm,12,654.8080057551244,0.0,0,0,0.0
6848,0.3,0.93631056,HBACK,4,F,E,5,petrol,149,40.0,brown,S,0,weekend,6pm - 12am,12,646.1930478552217,1.0,0,0,0.0
6849,1.42,0.313919512,SEDAN,3,M,D,2,petrol,182,71.0,gray,S,0,weekday,12pm - 6pm,6,644.379582880344,0.0,0,0,0.0
6850,1.19,0.088278699,SEDAN,3,M,A,5,petrol,140,79.0,black,S,0,weekday,6am - 12pm,12,651.7165584162449,0.0,0,0,0.0
6851,1.57,0.3393469365,SEDAN,2,F,C,1,hybrid,125,78.0,blue,S,1,weekday,12pm - 6pm,6,640.6169745147922,0.0,1,1,280.2745633
6852,1.49,0.0909666765,HBACK,3,F,C,2,petrol,77,46.0,gray,S,1,weekday,12pm - 6pm,6,645.0259914909004,0.0,0,0,0.0
6853,1.76,0.3220824065,SEDAN,2,M,B,5,petrol,186,95.0,red,S,1,weekday,12pm - 6pm,6,640.1520350078067,0.0,0,0,0.0
6854,5.58,0.121484083,STNWG,1,M,A,5,petrol,140,94.0,black,S,1,weekend,6am - 12pm,6,642.9788964790046,0.0,0,0,0.0
6855,1.76,0.769278738,STNWG,4,F,E,3,petrol,127,72.0,silver,M,1,weekday,12pm - 6pm,12,645.4013891288788,0.0,0,0,0.0
6856,4.24,0.40263585,STNWG,2,M,A,4,petrol,132,95.0,black,M,1,weekday,6am - 12pm,12,655.6980447847113,0.0,0,0,0.0
6857,2.32,0.20197639,STNWG,3,M,F,4,petrol,121,75.0,green,M,0,weekday,6am - 12pm,6,649.1943607218313,0.0,0,0,0.0
6858,15.32,0.092871189,SEDAN,1,F,C,3,petrol,168,42.0,gray,S,1,weekday,12pm - 6pm,12,652.6285330674526,0.0,0,0,0.0
6859,1.06,0.416238485,HBACK,2,F,C,4,petrol,107,63.0,gray,M,0,weekday,12pm - 6pm,12,645.963468175747,0.0,0,0,0.0
6860,2.38,0.194294042,COUPE,2,M,B,2,hybrid,280,53.0,silver,M,1,weekday,12pm - 6pm,6,672.4476981655682,0.0,1,2,20559.07929
6861,2.0,0.943552096,HBACK,2,F,C,4,electric,107,99.0,gray,S,1,weekday,6am - 12pm,12,647.2480860497274,1.0,0,0,0.0
6862,2.83,0.959326048,TRUCK,3,M,E,1,dissel,319,75.0,green,S,0,weekday,12pm - 6pm,12,650.1894340309154,1.0,0,0,0.0
6863,1.58,0.147125404,HBACK,2,F,B,6,petrol,113,76.0,black,S,0,weekday,6pm - 12am,12,652.0958080038396,0.0,0,0,0.0
6864,1.85,0.690676464,HBACK,1,M,A,3,petrol,149,46.0,brown,M,1,weekday,12pm - 6pm,12,630.157243222051,0.0,0,0,0.0
6865,1.41,0.398000521,TRUCK,4,M,C,2,hybrid,239,80.0,black,S,1,weekday,12pm - 6pm,12,641.7885199472554,0.0,0,0,0.0
6866,2.74,0.385858708,SEDAN,1,F,A,4,petrol,142,78.0,gray,M,1,weekend,6am - 12pm,12,654.7070558236056,0.0,0,0,0.0
6867,1.0,0.2875498675,UTE,4,M,C,2,petrol,220,69.0,gray,S,1,weekend,6am - 12pm,6,641.4454764052282,0.0,0,0,0.0
6868,1.35,0.999318643,HBACK,2,F,B,3,petrol,98,49.0,black,S,1,weekday,6am - 12pm,12,659.783879063779,1.0,0,0,0.0
6869,0.74,0.006122215,SEDAN,4,M,D,5,petrol,157,74.0,blue,M,1,weekday,6pm - 12am,12,645.1576015747771,0.0,0,0,0.0
6870,0.74,0.274854349,SEDAN,4,F,C,2,petrol,167,62.0,black,M,1,weekend,12am - 6 am,12,649.7803111161084,0.0,0,0,0.0
6871,1.9,0.474394705,SEDAN,2,F,A,6,dissel,132,96.0,white,S,1,weekday,6pm - 12am,12,645.661283220876,0.0,0,0,0.0
6872,1.3,0.740314615,HBACK,1,F,B,2,petrol,110,51.0,white,M,1,weekday,12am - 6 am,12,641.6827059559619,0.0,0,0,0.0
6873,0.95,0.209932347,HBACK,3,F,B,6,hybrid,119,65.0,white,S,1,weekend,6am - 12pm,6,639.5468519733689,0.0,0,0,0.0
6874,1.59,0.454203537,SEDAN,2,F,D,2,petrol,151,93.0,black,S,1,weekday,6pm - 12am,12,653.2589977218803,0.0,0,0,0.0
6875,2.04,0.063792237,SEDAN,2,F,D,3,petrol,155,99.0,gray,S,1,weekend,6am - 12pm,12,649.4096425863067,0.0,0,0,0.0
6876,0.23,0.999365025,HBACK,4,M,E,5,petrol,131,41.0,gray,S,1,weekday,12pm - 6pm,12,639.6006386597505,1.0,0,0,0.0
6877,1.91,0.744952488,SEDAN,1,M,A,6,petrol,133,57.0,blue,S,1,weekday,12pm - 6pm,12,639.3523515152217,0.0,0,0,0.0
6878,1.27,0.899096405,SEDAN,3,F,D,4,petrol,160,59.0,gray,S,1,weekday,6pm - 12am,12,647.3081732911279,1.0,0,0,0.0
6879,0.68,0.106992379,HBACK,4,F,A,4,dissel,111,78.0,gray,M,1,weekday,12am - 6 am,12,644.2497250260499,0.0,0,0,0.0
6880,1.6,0.901233792,SEDAN,2,F,B,3,hybrid,124,88.0,white,S,0,weekday,6am - 12pm,12,665.5531702153392,1.0,0,0,0.0
6881,1.74,0.8774795,STNWG,4,M,D,3,hybrid,197,35.0,white,M,1,weekday,12pm - 6pm,12,650.3439070572432,1.0,0,0,0.0
6882,5.09,0.119383101,TRUCK,1,M,F,2,dissel,393,73.0,brown,S,1,weekday,12pm - 6pm,6,645.0392346344055,0.0,0,0,0.0
6883,0.58,0.357243083,HBACK,4,M,B,5,petrol,141,77.0,silver,S,1,weekday,12pm - 6pm,6,652.0396547925518,0.0,0,0,0.0
6884,2.23,0.849364026,SEDAN,2,M,B,6,petrol,165,96.0,gray,S,1,weekend,6am - 12pm,12,666.1166941453208,0.0,0,0,0.0
6885,0.3,0.728637228,HBACK,4,F,D,5,petrol,82,70.0,gray,S,1,weekend,6am - 12pm,12,641.1503648386455,0.0,0,0,0.0
6886,2.39,0.3573547,UTE,3,M,F,3,petrol,276,57.0,green,M,1,weekday,6am - 12pm,6,651.7918861635344,0.0,0,0,0.0
6887,1.1,0.25439737,SEDAN,3,M,A,6,hybrid,104,53.0,white,M,0,weekday,12pm - 6pm,12,644.7540864995016,0.0,0,0,0.0
6888,1.71,0.635138423,STNWG,4,M,C,3,dissel,196,65.0,gray,S,1,weekday,12pm - 6pm,12,643.6394673661313,0.0,1,1,3110.785167
6889,4.85,0.309542629,TRUCK,1,M,F,4,dissel,401,71.0,green,M,1,weekday,12pm - 6pm,12,641.8286814372372,0.0,0,0,0.0
6890,3.43,0.287702164,STNWG,3,F,E,3,hybrid,104,74.0,gray,M,1,weekday,6pm - 12am,12,641.7108905666875,0.0,0,0,0.0
6891,4.15,0.457635726,UTE,1,F,F,5,petrol,260,64.0,black,S,0,weekend,12pm - 6pm,12,643.6147096067197,0.0,0,0,0.0
6892,0.52,0.473922489,HBACK,4,M,D,6,petrol,133,42.0,black,S,1,weekday,12pm - 6pm,6,641.7675285146676,1.0,0,0,0.0
6893,1.46,0.331510015,HBACK,1,F,C,1,petrol,112,89.0,green,M,1,weekday,6am - 12pm,12,637.0815687218596,0.0,0,0,0.0
6894,1.68,0.148888298,MIBUS,4,F,C,2,petrol,171,81.0,gray,M,0,weekday,6am - 12pm,12,650.4677183017637,0.0,0,0,0.0
6895,2.16,0.841612905,SEDAN,2,F,B,6,hybrid,146,34.0,black,S,1,weekend,12pm - 6pm,12,646.1514825445955,0.0,0,0,0.0
6896,1.47,0.684164994,SEDAN,3,F,A,4,petrol,113,98.0,black,M,1,weekday,6am - 12pm,12,646.94037890865,0.0,0,0,0.0
6897,1.39,0.328385731,HBACK,1,M,A,5,petrol,120,46.0,brown,S,1,weekday,12pm - 6pm,6,645.4424881586065,0.0,0,0,0.0
6898,0.9,0.70651654,TRUCK,4,M,E,1,dissel,347,90.0,brown,M,1,weekend,12pm - 6pm,12,654.0899900324268,0.0,0,0,0.0
6899,2.39,0.757443257,SEDAN,2,F,D,4,petrol,120,59.0,blue,M,1,weekday,12pm - 6pm,12,644.2965891592889,0.0,0,0,0.0
6900,4.97,0.793783804,STNWG,1,M,F,4,petrol,180,54.0,white,M,1,weekend,6am - 12pm,12,647.5345415496524,0.0,0,0,0.0
6901,1.14,0.200247476,STNWG,4,M,C,5,petrol,155,44.0,silver,M,0,weekday,12pm - 6pm,12,639.4677078151742,0.0,0,0,0.0
6902,1.87,0.104578109,SEDAN,1,M,A,6,petrol,129,68.0,gray,M,0,weekend,6am - 12pm,12,672.5136568178013,0.0,0,0,0.0
6903,1.38,0.1396578695,HBACK,1,M,A,6,petrol,105,90.0,blue,S,1,weekday,6am - 12pm,6,646.7015973685192,0.0,0,0,0.0
6904,0.47,0.681765283,HBACK,4,M,C,1,petrol,103,67.0,green,M,1,weekday,6pm - 12am,12,655.2086111169268,0.0,0,0,0.0
6905,1.81,0.4386059,SEDAN,2,F,C,5,petrol,128,93.0,gray,M,0,weekday,6am - 12pm,12,637.6658097467666,0.0,0,0,0.0
6906,1.77,0.603358,UTE,3,M,F,4,petrol,194,69.0,gray,S,0,weekday,12pm - 6pm,12,638.9933455982788,0.0,0,0,0.0
6907,0.93,0.297415662,HBACK,3,F,D,4,electric,137,52.0,red,M,1,weekday,6pm - 12am,12,654.2306310668201,0.0,0,0,0.0
6908,1.52,0.333280235,SEDAN,2,M,E,4,petrol,153,89.0,red,M,1,weekend,6am - 12pm,12,654.0415466612922,0.0,0,0,0.0
6909,1.36,0.450628174,STNWG,4,M,A,4,dissel,120,75.0,gray,M,1,weekday,12pm - 6pm,12,642.3168938457055,0.0,0,0,0.0
6910,0.52,0.2231503335,HBACK,4,F,B,1,petrol,91,78.0,black,S,1,weekday,12pm - 6pm,6,652.2270868997233,0.0,1,1,4500.12308
6911,3.39,0.699660344,STNWG,1,M,C,3,petrol,121,87.0,silver,M,1,weekday,12pm - 6pm,12,643.8166756825116,0.0,0,0,0.0
6912,3.75,0.794857335,HDTOP,2,M,D,2,petrol,300,43.0,gray,M,0,weekday,12pm - 6pm,12,644.8009290599707,0.0,0,0,0.0
6913,1.84,0.126293657,UTE,3,F,F,3,petrol,240,89.0,black,S,1,weekday,12pm - 6pm,12,643.845405867243,0.0,0,0,0.0
6914,1.07,0.959522917,SEDAN,4,F,C,4,petrol,174,79.0,white,M,0,weekday,6am - 12pm,12,649.3075301431214,1.0,0,0,0.0
6915,0.41,0.240415961,SEDAN,4,M,C,6,dissel,103,36.0,white,S,1,weekday,12pm - 6pm,12,642.1251062646077,0.0,0,0,0.0
6916,0.92,0.108581615,HBACK,3,M,C,4,petrol,114,52.0,silver,S,1,weekday,6am - 12pm,6,648.072330454021,0.0,0,0,0.0
6917,7.28,0.2734965005,STNWG,1,F,E,4,petrol,162,85.0,blue,S,1,weekday,12pm - 6pm,6,646.3541261803252,0.0,0,0,0.0
6918,0.8,0.999322955,MIBUS,4,M,C,1,dissel,197,99.0,white,M,0,weekday,6am - 12pm,12,643.6494686838847,1.0,0,0,0.0
6919,2.93,0.189749523,STNWG,1,F,A,2,petrol,177,71.0,gray,M,1,weekday,12pm - 6pm,12,654.7099514392021,0.0,0,0,0.0
6920,2.23,0.4291913275,STNWG,3,F,F,3,dissel,149,45.0,white,S,1,weekday,6am - 12pm,6,644.6700671822975,0.0,0,0,0.0
6921,4.78,0.84150623,STNWG,2,M,B,5,petrol,134,79.0,blue,S,1,weekday,12pm - 6pm,12,646.2917203044876,0.0,0,0,0.0
6922,2.05,0.718366775,SEDAN,1,F,A,4,petrol,133,67.0,black,M,1,weekday,12pm - 6pm,12,639.4442407333886,0.0,0,0,0.0
6923,1.51,0.3961196705,SEDAN,2,F,B,4,dissel,171,61.0,silver,S,1,weekend,12pm - 6pm,6,636.187121601384,0.0,0,0,0.0
6924,0.95,0.237742141,SEDAN,3,M,C,4,petrol,198,74.0,gray,S,0,weekday,12am - 6 am,6,635.9296743254594,0.0,0,0,0.0
6925,2.77,0.194012875,STNWG,3,F,E,3,petrol,115,52.0,red,S,1,weekday,6am - 12pm,12,643.4400162801272,0.0,0,0,0.0
6926,0.73,0.442111766,HBACK,3,F,C,4,petrol,109,71.0,gray,S,0,weekday,6pm - 12am,12,671.5071907696608,0.0,0,0,0.0
6927,1.65,0.115711757,HBACK,2,M,D,3,petrol,73,95.0,brown,M,1,weekday,12pm - 6pm,6,638.7205651961015,0.0,0,0,0.0
6928,3.72,0.0813368275,STNWG,1,M,C,3,petrol,136,90.0,green,M,1,weekday,12am - 6 am,6,639.8184667011725,0.0,1,1,233.095928
6929,1.43,0.1933049065,HBACK,2,M,A,5,petrol,114,77.0,black,S,0,weekday,6am - 12pm,6,645.2320215070555,0.0,0,0,0.0
6930,2.02,0.297789301,SEDAN,2,F,C,4,petrol,203,99.0,gray,M,1,weekday,12pm - 6pm,12,669.4422078163284,0.0,0,0,0.0
6931,4.13,0.2530185575,STNWG,3,M,C,2,petrol,199,92.0,silver,S,1,weekend,12pm - 6pm,6,645.6847246616114,0.0,0,0,0.0
6932,3.61,0.888621763,STNWG,2,M,C,4,petrol,152,99.0,yellow,S,0,weekend,6pm - 12am,12,637.0474347860289,1.0,0,0,0.0
6933,1.79,0.668504008,HBACK,2,F,C,2,petrol,126,80.0,gray,M,0,weekday,6pm - 12am,12,645.1460929536129,0.0,0,0,0.0
6934,1.9,0.424596044,HBACK,2,F,B,4,electric,144,71.0,blue,M,1,weekday,12pm - 6pm,6,641.332482658751,1.0,0,0,0.0
6935,2.12,0.940778094,TRUCK,3,M,E,5,dissel,222,70.0,white,S,1,weekday,12pm - 6pm,12,643.9602253302195,1.0,0,0,0.0
6936,1.66,0.087211138,SEDAN,2,M,A,4,petrol,186,63.0,gray,S,1,weekday,6pm - 12am,12,645.9784394879326,0.0,0,0,0.0
6937,0.99,0.586172289,SEDAN,3,F,D,3,petrol,116,74.0,red,S,1,weekday,6pm - 12am,12,657.8791092297707,0.0,0,0,0.0
6938,1.89,0.752533462,SEDAN,2,F,A,3,petrol,168,80.0,white,S,1,weekday,12pm - 6pm,12,638.9222120035189,0.0,0,0,0.0
6939,2.66,0.150930099,TRUCK,3,F,A,2,petrol,341,69.0,gray,M,0,weekday,6am - 12pm,12,644.6903447895536,0.0,0,0,0.0
6940,1.59,0.426083871,HDTOP,3,M,E,2,dissel,220,81.0,black,M,0,weekday,12pm - 6pm,12,647.106544150086,0.0,0,0,0.0
6941,1.45,0.495019891,COUPE,4,M,B,4,petrol,288,51.0,gray,S,1,weekday,6am - 12pm,12,651.4786263644489,0.0,1,1,377.8985245
6942,0.98,0.889281324,HBACK,3,F,A,5,electric,143,99.0,white,M,0,weekday,6am - 12pm,12,641.2667975541965,1.0,0,0,0.0
6943,2.25,0.190907171,STNWG,4,M,B,6,petrol,134,92.0,gray,S,0,weekday,6pm - 12am,6,643.4443394097937,0.0,1,1,17118.71773
6944,0.37,0.431207076,HBACK,4,F,D,4,petrol,127,85.0,white,M,1,weekday,6am - 12pm,12,651.7336692954663,0.0,0,0,0.0
6945,3.13,0.390488693,STNWG,1,F,C,2,dissel,108,76.0,black,M,0,weekday,6pm - 12am,12,653.0819660175663,0.0,0,0,0.0
6946,1.02,0.915402649,TRUCK,4,M,E,5,petrol,244,65.0,blue,S,0,weekday,12pm - 6pm,12,638.4478858792228,1.0,0,0,0.0
6947,1.09,0.336668398,SEDAN,3,F,D,5,electric,130,64.0,red,M,1,weekday,6am - 12pm,6,654.5921630483786,0.0,0,0,0.0
6948,4.98,0.627053287,STNWG,2,F,A,3,dissel,119,71.0,gray,M,1,weekday,6am - 12pm,12,651.4769139831293,0.0,0,0,0.0
6949,3.86,0.239754773,STNWG,3,F,D,2,dissel,107,65.0,yellow,M,0,weekday,12pm - 6pm,12,652.6888527621702,0.0,0,0,0.0
6950,1.06,0.783568016,SEDAN,3,M,B,4,petrol,109,69.0,black,M,0,weekday,6am - 12pm,12,643.6008778734486,0.0,1,1,652.833524
6951,1.65,0.229674653,HBACK,2,F,C,6,dissel,131,59.0,black,S,0,weekday,12pm - 6pm,6,647.8490028717778,0.0,0,0,0.0
6952,2.09,0.706829897,STNWG,4,M,D,2,dissel,177,99.0,red,S,0,weekday,6pm - 12am,12,654.4644842224951,0.0,0,0,0.0
6953,0.26,0.027503344,SEDAN,4,M,C,5,electric,128,52.0,black,M,0,weekday,6am - 12pm,12,642.3102903834722,0.0,0,0,0.0
6954,6.61,0.4883628735,STNWG,1,M,B,2,petrol,148,67.0,white,M,1,weekday,12pm - 6pm,6,656.6066548080042,1.0,0,0,0.0
6955,2.1,0.363572115,SEDAN,2,F,D,2,petrol,209,56.0,silver,M,1,weekday,12pm - 6pm,12,651.1718065620577,0.0,0,0,0.0
6956,0.99,0.558810556,SEDAN,3,F,B,2,petrol,141,89.0,gray,M,1,weekday,6pm - 12am,12,644.3632410324254,0.0,0,0,0.0
6957,4.59,0.685738691,STNWG,2,M,C,4,dissel,113,89.0,green,M,1,weekday,6am - 12pm,12,660.0971288814992,0.0,0,0,0.0
6958,0.38,0.346451433,SEDAN,4,F,B,1,petrol,184,79.0,black,S,1,weekday,6pm - 12am,12,645.3928522954651,0.0,0,0,0.0
6959,2.3,0.243627143,SEDAN,1,F,C,4,petrol,200,84.0,gray,S,1,weekday,6am - 12pm,12,652.3198791882941,0.0,0,0,0.0
6960,0.71,0.499679249,HBACK,3,M,A,6,petrol,116,79.0,gray,S,1,weekday,6pm - 12am,12,642.3988765228752,0.0,0,0,0.0
6961,0.45,0.4599005795,SEDAN,4,M,C,4,petrol,189,49.0,white,S,0,weekend,6am - 12pm,6,646.7608389895437,1.0,0,0,0.0
6962,0.54,0.490430468,STNWG,4,F,A,2,electric,169,51.0,white,M,1,weekday,6pm - 12am,12,644.0389193043985,0.0,0,0,0.0
6963,7.35,0.612052472,STNWG,1,F,F,3,petrol,166,99.0,gray,M,1,weekday,6am - 12pm,12,648.8550414574058,0.0,0,0,0.0
6964,1.1,0.379912897,STNWG,4,M,F,5,petrol,144,52.0,gray,S,1,weekday,6pm - 12am,6,640.0847540279724,0.0,0,0,0.0
6965,2.05,0.747384857,SEDAN,2,F,A,4,petrol,204,73.0,white,M,1,weekday,6am - 12pm,12,643.1914680798409,0.0,0,0,0.0
6966,2.7,0.530395658,SEDAN,1,F,E,6,dissel,119,81.0,silver,M,1,weekday,12pm - 6pm,12,642.293956492263,0.0,0,0,0.0
6967,1.97,0.243867591,SEDAN,1,F,A,5,petrol,113,75.0,black,M,1,weekday,12pm - 6pm,12,641.9433606842662,0.0,0,0,0.0
6968,1.85,0.631680299,STNWG,3,M,A,2,petrol,170,90.0,white,M,0,weekday,6am - 12pm,12,662.5381285284409,0.0,0,0,0.0
6969,5.46,0.248036295,STNWG,1,F,D,2,petrol,158,71.0,brown,M,1,weekday,12pm - 6pm,12,644.8746089583715,0.0,0,0,0.0
6970,1.42,0.180936266,HBACK,1,F,E,6,petrol,140,26.0,black,M,1,weekend,6am - 12pm,12,644.3212556721279,0.0,0,0,0.0
6971,1.07,0.0466469955,HBACK,4,F,C,4,petrol,112,98.0,black,M,1,weekend,12pm - 6pm,6,649.2133769632586,0.0,0,0,0.0
6972,1.52,0.849711146,STNWG,3,F,B,2,dissel,167,93.0,white,M,0,weekday,12pm - 6pm,12,641.672285936373,0.0,0,0,0.0
6973,2.16,0.988557944,SEDAN,1,F,D,3,electric,192,92.0,gray,S,0,weekday,6am - 12pm,12,635.1026475621778,1.0,0,0,0.0
6974,0.77,0.862249818,SEDAN,4,M,A,1,petrol,145,82.0,white,M,0,weekday,12pm - 6pm,12,655.1026426500264,0.0,0,0,0.0
6975,2.15,0.638417643,SEDAN,1,M,A,3,petrol,182,77.0,brown,S,0,weekday,6am - 12pm,12,645.4196689666431,0.0,1,1,233.3434442
6976,0.68,0.186424902,SEDAN,4,M,C,4,dissel,144,79.0,black,S,1,weekday,12pm - 6pm,12,644.0544916888235,0.0,0,0,0.0
6977,1.63,0.537429124,HBACK,1,M,F,3,hybrid,79,55.0,black,S,1,weekend,6pm - 12am,12,645.4105617228643,0.0,0,0,0.0
6978,1.44,0.72400399,HBACK,1,F,B,3,electric,158,50.0,gray,S,1,weekday,12pm - 6pm,12,654.7249773915358,0.0,0,0,0.0
6979,1.57,0.668075728,SEDAN,3,M,D,5,petrol,159,86.0,blue,S,1,weekend,6pm - 12am,12,649.2590029645602,0.0,0,0,0.0
6980,4.03,0.109489687,STNWG,2,M,F,4,petrol,206,86.0,white,S,1,weekend,12pm - 6pm,6,642.556746204537,0.0,0,0,0.0
6981,0.96,0.820942117,SEDAN,4,M,A,6,petrol,113,93.0,white,M,0,weekday,12pm - 6pm,12,654.0801916694942,0.0,0,0,0.0
6982,1.62,0.207326739,HBACK,1,F,C,1,electric,75,95.0,blue,S,0,weekend,6pm - 12am,12,643.6600435373447,0.0,0,0,0.0
6983,0.56,0.855876226,STNWG,4,F,B,5,petrol,184,72.0,silver,S,0,weekday,6am - 12pm,12,647.6608448217708,0.0,0,0,0.0
6984,2.5,0.189030961,STNWG,3,F,E,1,petrol,108,70.0,black,S,0,weekday,12pm - 6pm,12,642.4692450867391,0.0,0,0,0.0
6985,2.77,0.765174543,STNWG,2,F,E,4,electric,152,40.0,black,S,1,weekday,12pm - 6pm,12,654.8054715134637,0.0,0,0,0.0
6986,0.99,0.237806307,TRUCK,4,M,B,5,dissel,258,82.0,gray,M,1,weekday,6am - 12pm,12,648.1932917090302,0.0,0,0,0.0
6987,1.17,0.485687258,STNWG,3,F,B,2,dissel,102,81.0,blue,S,1,weekday,6am - 12pm,12,664.6497006550749,0.0,0,0,0.0
6988,1.51,0.315889355,HBACK,2,M,C,5,hybrid,157,62.0,yellow,M,1,weekday,6am - 12pm,12,640.0092426211316,0.0,0,0,0.0
6989,1.97,0.796776811,STNWG,4,M,C,3,dissel,138,60.0,white,M,1,weekday,12pm - 6pm,12,646.1830358200067,0.0,0,0,0.0
6990,0.86,0.443010214,STNWG,4,F,B,4,hybrid,108,93.0,red,M,1,weekend,6pm - 12am,12,651.5756428868814,0.0,0,0,0.0
6991,1.41,0.243794375,SEDAN,2,M,B,4,hybrid,103,72.0,gray,S,0,weekday,6pm - 12am,12,650.141941646529,0.0,0,0,0.0
6992,1.13,0.474322399,SEDAN,3,F,C,5,petrol,195,86.0,gray,M,0,weekday,6am - 12pm,6,647.9014677957853,1.0,0,0,0.0
6993,1.45,0.745042371,HBACK,3,M,C,2,petrol,122,88.0,white,S,0,weekday,12pm - 6pm,12,654.5231912881654,0.0,0,0,0.0
6994,0.46,0.551982346,SEDAN,4,F,A,4,dissel,198,67.0,white,S,1,weekday,12pm - 6pm,12,652.7193090929034,0.0,0,0,0.0
6995,3.74,0.562302405,UTE,1,M,C,2,petrol,214,64.0,blue,M,1,weekday,12pm - 6pm,12,646.5069047348792,0.0,0,0,0.0
6996,1.38,0.507695675,SEDAN,3,F,D,5,hybrid,107,99.0,white,M,1,weekday,12pm - 6pm,12,647.3430445283459,0.0,0,0,0.0
6997,4.75,0.401882342,STNWG,1,M,D,5,dissel,165,68.0,silver,M,1,weekday,12pm - 6pm,12,642.3368685129068,0.0,0,0,0.0
6998,2.4,0.793140129,STNWG,3,F,A,2,dissel,163,85.0,blue,S,1,weekend,6am - 12pm,12,651.5397112575208,0.0,0,0,0.0
6999,1.84,0.229680354,UTE,3,M,A,1,dissel,161,43.0,green,S,1,weekday,12pm - 6pm,12,650.9212245884979,0.0,0,0,0.0
7000,1.46,0.298515341,TRUCK,4,M,E,1,dissel,255,99.0,red,S,1,weekend,6am - 12pm,12,649.4261990847501,0.0,0,0,0.0
7001,1.02,0.789009882,HBACK,4,F,B,5,petrol,74,99.0,white,S,1,weekend,6am - 12pm,12,644.8195313377014,0.0,0,0,0.0
7002,1.05,0.2635134945,HBACK,3,F,A,4,electric,112,48.0,green,S,1,weekday,6am - 12pm,6,653.7865323772345,0.0,0,0,0.0
7003,0.92,0.890530883,UTE,4,M,B,3,dissel,201,73.0,black,M,0,weekday,6am - 12pm,12,634.8326097678117,0.0,0,0,0.0
7004,0.28,0.233160828,HBACK,4,M,A,2,petrol,140,92.0,white,S,1,weekday,12pm - 6pm,12,648.6007195188901,0.0,0,0,0.0
7005,3.51,0.875591677,STNWG,3,F,F,2,petrol,135,42.0,white,S,0,weekday,6am - 12pm,12,653.6138822573319,0.0,0,0,0.0
7006,0.96,0.1765201755,HBACK,3,F,C,6,petrol,132,83.0,gray,S,1,weekday,12pm - 6pm,6,644.7142180757444,0.0,0,0,0.0
7007,1.84,0.110481451,SEDAN,2,F,A,4,petrol,190,70.0,black,S,1,weekday,6am - 12pm,6,666.152032053053,0.0,0,0,0.0
7008,0.95,0.570949054,UTE,4,M,C,3,petrol,239,76.0,brown,S,1,weekday,12pm - 6pm,12,645.1998738610378,0.0,0,0,0.0
7009,3.82,0.964253496,STNWG,2,F,B,2,petrol,203,99.0,white,M,1,weekday,12pm - 6pm,12,643.4896848297122,1.0,1,1,2926.936588
7010,3.37,0.46306353,COUPE,2,F,A,3,petrol,195,67.0,red,M,1,weekday,12pm - 6pm,12,643.8285036027374,0.0,0,0,0.0
7011,1.68,0.041002755,HBACK,2,F,C,1,petrol,112,78.0,gray,M,1,weekday,12pm - 6pm,12,643.381839338363,0.0,0,0,0.0
7012,4.28,0.318321058,STNWG,2,F,A,4,dissel,136,44.0,white,M,0,weekday,6pm - 12am,12,647.3955190393892,0.0,0,0,0.0
7013,2.5,0.317744676,SEDAN,1,F,A,3,electric,178,96.0,black,M,1,weekend,6am - 12pm,12,668.6676652740974,0.0,0,0,0.0
7014,2.0,0.976555382,SEDAN,2,M,C,4,petrol,106,47.0,green,S,1,weekday,6pm - 12am,12,648.9683721630777,1.0,0,0,0.0
7015,0.68,0.353337824,SEDAN,4,F,B,3,hybrid,108,67.0,white,M,1,weekday,6am - 12pm,12,656.0112481810626,0.0,0,0,0.0
7016,1.34,0.06669686,HBACK,1,F,A,2,dissel,81,59.0,blue,M,1,weekday,6am - 12pm,12,657.3898554622069,0.0,0,0,0.0
7017,1.49,0.105763536,SEDAN,3,M,C,2,petrol,117,54.0,black,M,1,weekday,12pm - 6pm,6,649.5122691725034,0.0,0,0,0.0
