id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind
831,1.08,0.603512651,SEDAN,4,M,C,3,petrol,191,99,black,M,0,weekday,6pm - 12am,12,636.4056832,0
832,1.65,0.26056251,SEDAN,3,M,B,6,dissel,198,99,silver,M,1,weekday,12pm - 6pm,12,641.7668813,0
833,2.06,0.451938389,STNWG,4,F,A,6,petrol,104,88,green,S,1,weekend,6am - 12pm,12,643.730823,0
834,0.52,0.364999576,HBACK,4,M,C,2,petrol,97,60,gray,S,1,weekday,12pm - 6pm,6,643.2954825,0
835,1.87,0.532189835,SEDAN,3,F,A,4,electric,146,52,black,M,0,weekend,12pm - 6pm,12,650.2650896,0
836,3.64,0.21575092,SEDAN,3,M,C,5,electric,160,78,gray,S,1,weekday,6pm - 12am,12,642.8045286,0
837,1.02,0.06970103,SEDAN,4,F,C,3,petrol,144,97,gray,M,1,weekday,6am - 12pm,6,651.166714,0
838,1.55,0.760749425,HBACK,1,F,A,2,electric,73,97,white,M,1,weekday,12pm - 6pm,12,656.6727874,0
839,2.38,0.248592425,SEDAN,1,M,A,5,petrol,191,78,red,M,1,weekday,12pm - 6pm,6,643.5369753,0
840,1.41,0.388073475,HBACK,1,M,B,2,petrol,107,65,gray,S,1,weekday,12pm - 6pm,12,641.9073966,0
841,2.9,0.885012722,STNWG,2,F,C,3,dissel,112,75,black,S,0,weekday,12pm - 6pm,12,640.8197797,1
842,0.71,0.233009811,SEDAN,4,F,B,2,dissel,121,80,white,M,0,weekday,6am - 12pm,12,651.4124163,0
843,1.9,0.19580823,SEDAN,2,M,D,5,petrol,183,63,gray,S,1,weekday,6am - 12pm,12,680.9776871,0
844,1.43,0.12239756,HBACK,1,F,B,4,petrol,119,93,black,S,0,weekday,6am - 12pm,6,643.9419411,0
845,2.08,0.986830071,SEDAN,2,M,C,3,petrol,124,84,white,S,1,weekend,6pm - 12am,12,663.0494312,1
846,4.02,0.349264763,STNWG,1,F,F,3,petrol,132,58,black,S,1,weekday,6am - 12pm,6,648.851762,0
847,0.95,0.242539318,UTE,4,M,C,1,dissel,269,80,gray,S,0,weekday,6am - 12pm,6,656.3358886,0
848,2.55,0.933876375,SEDAN,4,M,C,5,petrol,159,64,gray,S,1,weekday,6pm - 12am,12,645.3590426,1
849,1.29,0.653655482,STNWG,3,F,D,3,hybrid,143,90,blue,M,0,weekday,12am - 6 am,12,643.6243232,0
850,0.46,0.554255893,SEDAN,4,F,D,3,electric,143,39,gray,M,1,weekday,12pm - 6pm,12,645.4698974,0
851,0.87,0.583469422,SEDAN,4,F,C,4,electric,154,76,white,M,1,weekday,6am - 12pm,12,637.289548,0
852,0.86,0.398914747,SEDAN,4,M,B,6,petrol,194,78,blue,M,0,weekend,12pm - 6pm,6,640.5355294,0
853,2.93,0.115845926,TRUCK,2,F,F,2,dissel,241,91,black,M,1,weekday,12pm - 6pm,6,639.4286169,0
854,2.66,0.578619359,STNWG,2,F,D,1,electric,175,73,green,M,1,weekend,6am - 12pm,12,659.2440159,0
855,4.97,0.465795503,STNWG,1,F,A,4,petrol,138,54,white,M,1,weekday,6am - 12pm,12,650.2431015,0
856,2.01,0.083987098,SEDAN,2,M,C,5,petrol,143,91,brown,M,0,weekday,6pm - 12am,6,645.6845884,0
857,1.2,0.550879232,HBACK,2,M,B,2,petrol,108,64,white,M,1,weekday,6am - 12pm,12,645.0718071,0
858,0.66,0.791702824,SEDAN,4,F,C,5,electric,107,72,white,M,1,weekday,6am - 12pm,12,657.0412009,0
859,2.66,0.662988253,HBACK,3,M,A,3,petrol,91,78,red,M,0,weekday,6am - 12pm,12,657.1580032,0
860,4.73,0.249634055,TRUCK,1,M,F,3,petrol,232,88,gray,S,1,weekday,6am - 12pm,6,648.5140758,0
861,1.09,0.754223462,STNWG,4,F,D,3,dissel,148,69,black,M,0,weekday,6am - 12pm,12,652.0504188,0
862,5.56,0.977741583,STNWG,1,M,F,3,petrol,208,99,gray,M,1,weekday,12pm - 6pm,12,654.4118049,1
863,1.4,0.529073127,SEDAN,3,F,F,5,electric,186,70,white,S,1,weekday,6am - 12pm,12,651.0707369,0
864,2.08,0.758113742,STNWG,4,M,C,3,petrol,181,54,white,M,0,weekday,6am - 12pm,12,639.5477945,0
865,0.39,0.053452572,SEDAN,4,M,C,1,petrol,197,78,black,S,0,weekday,12pm - 6pm,6,644.3341198,0
866,1.27,0.922110678,STNWG,4,M,C,6,hybrid,168,99,blue,M,1,weekday,12pm - 6pm,12,648.3383084,1
867,0.84,0.437179622,HBACK,3,F,B,4,petrol,114,31,blue,M,1,weekday,6pm - 12am,12,676.2760327,0
868,2,0.432492384,SEDAN,3,F,B,3,petrol,136,83,white,M,1,weekend,6am - 12pm,12,645.8043296,0
869,0.86,0.134024908,SEDAN,4,F,B,3,petrol,160,73,gray,M,1,weekday,12am - 6 am,12,651.4657988,0
870,0.96,0.850913825,SEDAN,3,M,A,1,petrol,168,52,white,M,1,weekday,6am - 12pm,12,662.9556241,0
871,1.41,0.149254356,SEDAN,3,M,A,6,electric,106,70,white,M,1,weekend,12pm - 6pm,12,666.5636384,0
872,3.62,0.608709046,STNWG,2,M,D,2,petrol,160,99,black,S,0,weekend,6am - 12pm,12,644.167999,0
873,3.03,0.553658295,STNWG,1,M,C,2,petrol,167,59,green,M,1,weekday,6am - 12pm,12,641.5407948,0
874,1.66,0.69651345,HBACK,1,F,B,5,dissel,105,34,white,M,0,weekday,6am - 12pm,12,666.377643,0
875,1.7,0.291679205,HBACK,2,F,D,4,petrol,84,98,black,S,1,weekday,12pm - 6pm,12,654.8647617,0
876,1.07,0.648383833,SEDAN,4,F,A,5,petrol,100,77,gray,M,1,weekday,12pm - 6pm,12,645.9394156,0
877,1.13,0.163427682,SEDAN,4,M,B,3,petrol,182,57,green,M,1,weekday,6am - 12pm,6,649.284132,0
878,2.01,0.460777277,SEDAN,2,F,C,5,petrol,114,95,green,M,0,weekday,12pm - 6pm,6,658.4038124,1
879,0.45,0.193796158,STNWG,4,M,B,4,dissel,104,63,silver,M,1,weekday,6am - 12pm,12,648.2880485,0
880,0.74,0.776320969,HBACK,3,F,D,1,petrol,103,96,white,M,1,weekday,6am - 12pm,12,636.2899631,0
881,0.97,0.114155867,HBACK,2,F,C,4,electric,113,99,blue,M,0,weekday,12pm - 6pm,12,660.3542533,0
882,1.37,0.379186361,SEDAN,2,F,C,3,petrol,206,93,green,M,1,weekend,12am - 6 am,12,665.3839501,0
883,1.03,0.238517092,HBACK,3,F,A,2,petrol,105,82,red,M,1,weekday,6am - 12pm,6,642.0101315,0
884,4.14,0.417528553,STNWG,2,F,E,5,petrol,129,69,gray,S,1,weekday,12pm - 6pm,12,647.753546,0
885,2.2,0.321180262,HBACK,1,M,A,4,petrol,155,77,black,M,1,weekend,6am - 12pm,6,645.9042883,0
886,0.81,0.172392873,SEDAN,4,M,D,6,petrol,114,51,gray,S,1,weekday,12pm - 6pm,12,647.5261107,0
887,4.8,0.236173268,STNWG,1,M,C,3,electric,131,34,white,M,1,weekday,6am - 12pm,12,653.5468026,0
888,0,0.716438393,BUS,4,M,B,1,dissel,351,37,gray,M,1,weekday,12pm - 6pm,12,655.3613317,0
889,2.77,0.314320702,SEDAN,1,F,A,3,petrol,198,42,blue,M,1,weekday,6pm - 12am,12,648.1096826,0
890,0.6,0.807874441,SEDAN,4,F,B,5,petrol,140,83,white,M,1,weekday,6am - 12pm,12,639.0032365,0
891,1.4,0.346865517,SEDAN,3,M,C,3,petrol,166,57,red,S,0,weekday,6am - 12pm,6,650.0040515,0
892,1.34,0.293719704,HBACK,2,F,C,2,petrol,126,99,black,M,1,weekday,6pm - 12am,6,637.9337978,0
893,2.75,0.178567809,SEDAN,1,M,A,5,petrol,198,69,white,S,1,weekday,12pm - 6pm,12,643.2684542,0
894,1.31,0.763204391,HDTOP,4,M,B,2,dissel,216,35,black,M,0,weekday,12pm - 6pm,12,645.5190576,0
895,1.77,0.349167767,STNWG,4,F,F,3,hybrid,123,73,black,M,1,weekday,6pm - 12am,12,676.2309594,0
896,1.16,0.794104197,SEDAN,3,M,A,2,dissel,150,60,brown,S,0,weekend,12pm - 6pm,12,661.1076084,0
897,3.84,0.909714638,SEDAN,1,M,E,4,petrol,176,58,black,S,0,weekday,6pm - 12am,12,643.0817324,1
898,2.77,0.648684121,SEDAN,1,M,B,4,dissel,106,74,brown,S,0,weekday,6am - 12pm,12,646.7632783,0
899,1.3,0.115345625,STNWG,3,F,A,6,dissel,161,61,black,S,0,weekday,12am - 6 am,12,642.2533801,0
900,4.84,0.885101443,STNWG,2,M,E,2,dissel,176,57,white,S,1,weekday,6am - 12pm,12,645.3098857,1
901,4.03,0.379372781,STNWG,2,F,F,1,petrol,128,54,silver,M,1,weekday,6am - 12pm,12,652.0345166,0
902,1.72,0.147335555,HDTOP,4,M,F,3,petrol,270,76,white,M,0,weekday,12pm - 6pm,12,644.4749786,0
903,0.86,0.879003635,SEDAN,3,F,D,5,petrol,143,89,white,M,0,weekday,12pm - 6pm,12,644.9266893,0
904,1.27,0.163397853,SEDAN,3,F,B,4,petrol,153,68,black,M,0,weekend,12pm - 6pm,12,643.2185585,0
905,2.52,0.348060972,UTE,1,M,C,4,dissel,235,31,black,S,0,weekday,12pm - 6pm,6,656.1160997,0
906,1.79,0.453138344,SEDAN,2,M,B,3,petrol,163,59,red,M,1,weekday,6am - 12pm,12,650.7692704,0
907,1.68,0.285605922,HBACK,1,F,C,1,hybrid,86,73,white,M,1,weekday,6am - 12pm,6,647.7846164,0
908,2.91,0.200662052,UTE,3,M,F,1,petrol,171,51,black,S,1,weekday,6am - 12pm,12,638.7672683,0
909,2.3,0.225453898,SEDAN,1,F,C,6,electric,130,91,black,S,1,weekday,6am - 12pm,12,643.2664753,0
910,0.76,0.537620392,SEDAN,4,M,C,4,petrol,191,99,gray,M,1,weekday,12pm - 6pm,12,673.4812255,0
911,1.14,0.347465655,TRUCK,4,M,C,4,petrol,238,98,white,S,1,weekday,12pm - 6pm,6,643.3005516,0
912,1.05,0.161860144,SEDAN,3,F,A,4,dissel,165,99,white,M,1,weekday,6am - 12pm,6,639.8409137,0
913,2.45,0.242575698,HDTOP,3,M,D,4,dissel,282,64,gray,M,0,weekday,6pm - 12am,12,661.941606,0
914,3.34,0.048827372,STNWG,3,F,B,3,petrol,117,50,silver,M,1,weekend,6am - 12pm,12,646.24268,0
915,0.43,0.312172169,UTE,4,M,D,5,dissel,247,78,brown,S,0,weekend,6am - 12pm,12,650.6658772,0
916,1.95,0.214381362,SEDAN,2,F,B,5,petrol,148,75,brown,S,0,weekday,6pm - 12am,12,655.8153101,0
917,4.7,0.904593376,STNWG,2,F,D,5,dissel,160,46,green,S,1,weekday,6am - 12pm,12,649.0994378,1
918,0.55,0.312899581,HBACK,4,F,A,3,petrol,124,88,white,M,1,weekday,12pm - 6pm,12,653.7043635,0
919,2.01,0.966301337,SEDAN,1,M,E,6,petrol,134,57,silver,M,0,weekday,12pm - 6pm,12,642.9393969,1
920,1.75,0.365113135,HBACK,3,F,A,2,dissel,106,44,yellow,S,0,weekday,12pm - 6pm,12,644.3210693,0
921,4.6,0.102169275,SEDAN,3,F,B,1,petrol,101,92,gray,S,1,weekday,6am - 12pm,6,662.4438158,0
922,1.87,0.312185711,STNWG,4,M,F,5,petrol,103,99,red,M,1,weekday,12pm - 6pm,12,643.3876275,0
923,2.82,0.323176026,STNWG,3,F,C,3,petrol,122,71,silver,M,0,weekday,12pm - 6pm,6,644.1233956,0
924,0.68,0.257460712,UTE,4,F,E,2,petrol,185,73,white,M,1,weekday,6am - 12pm,12,652.5194101,0
925,2.1,0.387083194,SEDAN,2,F,A,3,hybrid,143,94,green,M,0,weekday,6pm - 12am,12,641.8982684,0
926,0.69,0.937836895,SEDAN,4,F,C,3,petrol,163,62,gray,S,0,weekday,6pm - 12am,12,646.9990407,1
927,0.54,0.24916782,HBACK,4,F,C,5,petrol,116,56,black,S,1,weekday,12pm - 6pm,12,650.3121947,0
928,1.06,0.445345277,SEDAN,3,F,C,2,electric,192,59,black,S,0,weekday,6am - 12pm,6,635.358613,1
929,1.78,0.69316903,HBACK,2,F,C,3,petrol,118,86,red,M,1,weekday,12pm - 6pm,12,644.3909227,0
930,1.43,0.590955881,STNWG,3,F,B,3,petrol,120,73,white,M,0,weekend,6am - 12pm,12,653.3310227,0
931,0.46,0.111392098,SEDAN,4,M,D,5,petrol,136,45,gray,S,0,weekend,6am - 12pm,12,645.8715739,0
932,2.47,0.958953327,STNWG,2,F,F,4,dissel,152,35,white,M,1,weekday,6am - 12pm,12,635.5596952,1
933,1.36,0.283568712,HBACK,1,F,C,5,dissel,91,65,brown,M,1,weekday,12pm - 6pm,12,655.7714905,0
934,2.13,0.794082396,HBACK,1,F,C,2,hybrid,72,99,white,M,0,weekday,12pm - 6pm,12,645.5870046,0
935,1.89,0.054153318,STNWG,3,F,D,4,petrol,186,80,green,M,1,weekday,6pm - 12am,6,648.4928996,0
936,3.61,0.898747258,TRUCK,2,M,C,3,dissel,248,65,white,S,0,weekday,12pm - 6pm,12,644.5293018,1
937,4.06,0.337080537,STNWG,2,F,F,3,petrol,109,58,white,S,0,weekday,12pm - 6pm,12,643.8345358,0
938,0.93,0.538148017,HBACK,3,F,B,1,petrol,77,53,blue,S,0,weekend,6am - 12pm,12,661.4075787,0
939,0.87,0.252137893,SEDAN,4,F,D,2,petrol,194,78,red,S,1,weekday,6am - 12pm,12,636.8841073,0
940,0.44,0.51627666,SEDAN,4,F,D,3,petrol,176,53,gray,S,1,weekday,6am - 12pm,12,666.0471236,0
941,2.15,0.996886433,STNWG,4,F,D,3,dissel,129,62,white,M,0,weekday,12pm - 6pm,12,632.874981,1
942,1.12,0.208403599,SEDAN,3,F,C,4,petrol,146,91,yellow,M,0,weekday,6pm - 12am,12,644.1391406,0
943,1.85,0.235828595,SEDAN,2,F,A,5,petrol,201,79,red,M,1,weekday,12pm - 6pm,12,652.4822338,0
944,1.67,0.311474516,SEDAN,2,F,B,3,petrol,114,68,gray,S,1,weekday,6am - 12pm,12,665.8863685,0
945,1.94,0.369822206,SEDAN,2,F,C,3,petrol,195,34,gray,M,0,weekday,6am - 12pm,6,637.0811535,0
946,0.99,0.389909823,HBACK,3,M,D,5,electric,123,52,gray,M,1,weekday,12pm - 6pm,12,651.7972217,0
947,2.44,0.83335977,SEDAN,1,F,E,6,petrol,172,90,red,M,1,weekday,6pm - 12am,12,639.630414,0
948,2.26,0.268685938,HDTOP,3,F,B,3,dissel,221,79,green,S,0,weekday,12pm - 6pm,12,644.4168117,0
949,1.61,0.670932816,HBACK,2,F,C,6,petrol,106,85,blue,M,1,weekday,12pm - 6pm,12,640.4964452,0
950,1.5,0.999331741,HBACK,2,F,C,4,petrol,143,60,black,M,1,weekday,6am - 12pm,12,642.9496536,1
951,0.73,0.09253664,HBACK,4,F,B,6,electric,91,78,black,S,0,weekend,12pm - 6pm,12,647.1134139,0
952,3.23,0.34554349,STNWG,1,F,C,5,dissel,165,79,black,S,1,weekend,6am - 12pm,12,695.1022096,0
953,2.4,0.231258912,STNWG,3,M,F,1,petrol,193,77,black,M,1,weekday,6pm - 12am,12,638.2175778,0
954,0.29,0.146088588,HBACK,4,F,D,5,dissel,109,65,white,S,0,weekday,6am - 12pm,6,644.0473265,0
955,0.42,0.286205398,STNWG,4,M,C,5,dissel,164,79,gray,S,1,weekday,12pm - 6pm,6,646.6216025,0
956,0.84,0.381566285,BUS,4,M,C,3,dissel,369,58,black,M,0,weekday,12pm - 6pm,12,651.4092035,0
957,2.05,0.076448242,HBACK,1,F,B,4,hybrid,151,99,black,M,0,weekday,6am - 12pm,6,643.6907356,0
958,2.2,0.662157184,HBACK,2,F,C,4,dissel,153,30,brown,S,1,weekend,12pm - 6pm,12,640.89215,0
959,3.07,0.853601849,STNWG,3,M,C,1,dissel,117,79,gray,M,1,weekday,6pm - 12am,12,646.9186419,0
960,1.58,0.411859088,STNWG,4,M,A,4,petrol,124,92,black,S,0,weekday,6am - 12pm,6,639.765585,0
961,1.18,0.264215251,SEDAN,3,F,C,3,electric,175,79,gray,M,1,weekday,12pm - 6pm,12,669.7614011,0
962,3.06,0.311894203,STNWG,1,M,D,3,hybrid,123,65,brown,M,1,weekday,12pm - 6pm,12,648.6961856,0
963,1.13,0.050068775,HBACK,3,M,C,3,petrol,128,36,white,M,1,weekday,12am - 6 am,6,649.5367967,0
964,0.98,0.77363846,SEDAN,4,F,C,2,petrol,181,99,green,S,0,weekend,6am - 12pm,12,659.7171846,0
965,2.22,0.357718768,STNWG,3,M,D,4,hybrid,121,35,gray,S,1,weekday,12pm - 6pm,12,649.3583461,0
966,1.06,0.309539569,HBACK,2,F,C,2,petrol,77,77,gray,S,0,weekday,6am - 12pm,6,648.5572291,0
967,1.75,0.178336703,UTE,4,M,A,3,petrol,229,99,silver,S,0,weekday,6am - 12pm,12,643.9809087,0
968,0.63,0.747637078,SEDAN,4,F,A,3,petrol,132,64,white,M,1,weekend,6pm - 12am,12,663.267403,0
969,4.92,0.676670916,STNWG,2,F,F,6,petrol,140,84,yellow,S,1,weekday,6pm - 12am,12,668.7558376,0
970,1.89,0.755315689,SEDAN,2,F,A,6,petrol,142,88,brown,M,0,weekend,6pm - 12am,12,641.4376054,0
971,1.36,0.627122337,HBACK,1,M,A,2,petrol,108,75,blue,S,1,weekend,6pm - 12am,12,665.1815582,0
972,1.52,0.961451414,SEDAN,3,M,B,3,dissel,130,99,blue,S,0,weekday,12pm - 6pm,12,656.7906568,1
973,1.18,0.320553197,HBACK,2,F,A,5,petrol,110,87,gray,M,1,weekday,6pm - 12am,12,642.5242751,0
974,1.43,0.866748766,UTE,4,M,D,3,dissel,233,64,red,M,0,weekday,6am - 12pm,12,629.1488917,1
975,4.49,0.345061985,UTE,1,M,C,1,hybrid,168,97,black,S,1,weekend,12pm - 6pm,12,639.2127818,0
976,1.26,0.222764255,SEDAN,3,M,C,4,petrol,126,58,gray,M,0,weekday,12pm - 6pm,6,656.2601902,0
977,1.08,0.44051015,SEDAN,3,F,E,4,petrol,104,80,black,S,0,weekday,12pm - 6pm,12,673.1933541,0
978,0.94,0.836100248,HBACK,3,M,C,6,petrol,138,68,white,M,1,weekday,12pm - 6pm,12,668.2378745,0
979,3.29,0.670218778,UTE,3,M,F,5,dissel,233,67,green,S,0,weekday,6am - 12pm,12,651.810531,0
980,2.65,0.171125484,MIBUS,4,F,C,2,dissel,175,50,blue,M,1,weekend,6pm - 12am,12,647.9483682,0
981,1.47,0.574733225,HBACK,1,F,C,1,petrol,88,37,white,M,1,weekend,6pm - 12am,12,642.1649996,0
982,1.25,0.932180398,HBACK,2,M,C,4,electric,135,47,black,S,1,weekday,6am - 12pm,12,640.8265804,1
983,1.74,0.059869268,SEDAN,2,M,B,4,petrol,103,60,gray,S,1,weekday,6am - 12pm,6,651.6213241,0
984,4.67,0.210481538,STNWG,2,F,C,2,petrol,190,76,white,M,1,weekday,6am - 12pm,12,637.7792276,0
985,1.67,0.515266997,HBACK,2,F,A,4,petrol,110,97,red,S,1,weekday,6am - 12pm,12,638.8071094,0
986,1.73,0.348270956,SEDAN,2,F,C,5,petrol,112,83,black,M,1,weekday,6pm - 12am,12,644.8523256,0
987,1.7,0.686412836,SEDAN,3,F,B,3,petrol,166,80,gray,M,1,weekday,12pm - 6pm,12,640.3482215,0
988,1.06,0.579077985,STNWG,3,F,C,2,petrol,167,78,white,M,1,weekend,12pm - 6pm,12,648.6843735,0
989,1.8,0.231820077,SEDAN,2,F,D,5,petrol,132,77,yellow,M,0,weekday,6pm - 12am,6,662.302553,0
990,3.33,0.464110602,STNWG,2,F,D,3,dissel,149,99,black,M,1,weekday,6pm - 12am,12,667.7121186,0
991,0.62,0.94204795,STNWG,4,M,C,2,petrol,172,82,gray,M,1,weekday,12am - 6 am,12,652.3225605,1
992,1.38,0.196914003,PANVN,4,F,D,3,petrol,117,82,black,M,1,weekday,6pm - 12am,6,654.4054192,0
993,1.11,0.557187326,HBACK,2,F,C,4,petrol,86,99,gray,M,1,weekend,12pm - 6pm,12,633.3720724,0
994,0.45,0.198119898,HBACK,4,F,A,3,petrol,138,89,red,S,0,weekend,12pm - 6pm,12,649.4394054,0
995,0.93,0.310227851,HBACK,3,F,C,4,petrol,112,88,black,M,1,weekday,6am - 12pm,12,643.765786,0
996,5.81,0.316440059,SEDAN,4,F,A,1,petrol,136,53,red,S,1,weekday,12am - 6 am,6,654.6095782,0
997,1.25,0.365902284,HBACK,3,F,A,4,petrol,73,57,yellow,S,0,weekday,6am - 12pm,6,651.7284418,0
998,1.36,0.261015135,HBACK,2,F,C,2,petrol,87,60,black,S,0,weekday,6am - 12pm,6,658.9338598,0
999,3.67,0.342449871,HBACK,1,M,B,1,petrol,134,56,black,S,1,weekday,12pm - 6pm,6,644.6931917,0
1000,2.11,0.127139085,HBACK,3,F,C,1,petrol,98,76,brown,S,0,weekday,6pm - 12am,12,656.0606835,0
1001,5.19,0.340840228,STNWG,2,F,C,2,petrol,153,64,gray,S,1,weekday,6pm - 12am,12,653.9232812,0
1002,1.48,0.865165012,SEDAN,3,F,B,3,petrol,120,72,white,M,1,weekday,12pm - 6pm,12,652.5917466,0
1003,0.89,0.418982009,HBACK,3,M,C,6,petrol,123,99,white,M,1,weekday,6pm - 12am,12,644.0940963,0
1004,2.68,0.851698433,STNWG,3,M,F,2,petrol,153,27,silver,M,0,weekday,6am - 12pm,12,644.8205282,0
1005,1.24,0.119282213,HBACK,2,F,E,2,petrol,137,79,gray,S,1,weekday,6am - 12pm,12,655.6641558,0
1006,2.14,0.794790052,STNWG,4,M,B,6,dissel,172,87,red,M,1,weekday,12am - 6 am,12,641.9506068,0
1007,1.8,0.092345282,HBACK,1,F,D,3,hybrid,151,99,white,S,1,weekday,12pm - 6pm,12,671.5700606,0
1008,1.09,0.464310503,HBACK,3,F,C,1,petrol,149,85,black,M,0,weekday,6am - 12pm,12,654.9181721,0
1009,3.65,0.127227537,STNWG,1,F,B,2,petrol,114,70,silver,S,1,weekday,12pm - 6pm,12,668.9471273,0
1010,1.35,0.06319576,UTE,3,M,A,2,dissel,152,61,gray,M,0,weekend,6pm - 12am,12,684.4284986,0
1011,2.19,0.081022209,UTE,3,M,D,4,petrol,208,88,gray,S,1,weekday,12pm - 6pm,12,656.4002613,0
1012,2.78,0.145545932,UTE,3,M,A,4,petrol,214,65,white,S,1,weekend,6am - 12pm,12,647.564582,0
1013,1.51,0.693201052,HBACK,2,F,A,3,petrol,122,67,white,M,0,weekend,12pm - 6pm,12,646.6695819,0
1014,1.41,0.276960845,HBACK,3,M,E,4,petrol,141,87,yellow,S,0,weekday,6am - 12pm,6,648.3533426,0
1015,1.76,0.408416554,SEDAN,2,M,D,6,hybrid,164,98,green,M,1,weekday,12pm - 6pm,12,648.5465531,0
1016,0.98,0.114348981,SEDAN,3,F,D,3,dissel,105,79,brown,S,1,weekday,6am - 12pm,12,649.1359474,0
1017,1.64,0.36055018,STNWG,4,M,F,3,petrol,147,63,black,S,0,weekday,6pm - 12am,6,647.9037555,0
1018,0.8,0.810928468,HBACK,3,F,B,5,petrol,105,63,white,S,1,weekday,6pm - 12am,12,643.3534494,0
1019,2.46,0.833169102,STNWG,2,F,A,3,petrol,191,69,white,S,1,weekday,6am - 12pm,12,643.1702713,0
1020,0.78,0.057726166,HBACK,3,M,C,5,petrol,88,34,gray,M,0,weekday,6am - 12pm,12,639.2941011,0
1021,1.53,0.354366617,STNWG,4,M,B,1,petrol,104,93,gray,M,0,weekday,12pm - 6pm,12,657.9371413,0
1022,4.76,0.20667129,STNWG,1,M,E,4,dissel,195,99,brown,S,1,weekday,6am - 12pm,12,633.7833197,0
1023,1.97,0.22888231,STNWG,4,M,B,1,hybrid,127,47,black,M,1,weekday,6pm - 12am,12,643.3122728,0
1024,0.94,0.14820284,HBACK,3,F,A,4,petrol,128,71,blue,S,0,weekend,6am - 12pm,6,666.333944,0
1025,1.79,0.796970274,HBACK,2,M,C,2,petrol,127,70,white,S,1,weekday,6am - 12pm,12,643.5043226,0
1026,1.25,0.412426871,SEDAN,3,F,B,4,petrol,103,94,brown,S,1,weekday,6am - 12pm,12,650.8064304,0
1027,2.84,0.550013592,STNWG,1,F,C,3,hybrid,126,65,black,M,0,weekday,12pm - 6pm,12,634.9739367,0
1028,0.42,0.896564283,SEDAN,4,M,B,1,hybrid,100,45,gray,M,0,weekday,6pm - 12am,12,650.5667621,1
1029,1.3,0.842295798,HBACK,2,M,A,3,petrol,101,78,gray,M,0,weekday,12pm - 6pm,12,640.1086067,0
1030,1.47,0.807082387,HBACK,1,F,E,1,petrol,147,99,white,S,1,weekday,6am - 12pm,12,642.4153714,0
1031,1.53,0.203198071,HBACK,2,F,B,2,petrol,119,95,white,M,1,weekday,6am - 12pm,6,652.3300959,0
1032,1.86,0.462009005,SEDAN,2,M,C,4,petrol,173,59,black,M,1,weekday,12pm - 6pm,6,648.5956764,1
1033,3.28,0.927442959,STNWG,3,F,A,2,dissel,128,86,white,M,0,weekday,6am - 12pm,12,634.8052525,1
1034,1.46,0.142835127,SEDAN,3,F,B,3,petrol,172,27,white,S,1,weekend,12pm - 6pm,6,659.4586379,0
1035,1.08,0.423764294,HBACK,3,F,B,4,petrol,134,59,silver,M,0,weekend,6am - 12pm,12,651.7802555,0
1036,1.77,0.457735717,SEDAN,3,M,D,2,petrol,179,99,white,S,0,weekday,12pm - 6pm,12,644.2073352,0
1037,1.56,0.292359671,SEDAN,2,F,D,3,petrol,161,73,gray,M,1,weekend,6am - 12pm,12,643.0556299,0
1038,1.32,0.300441807,HBACK,2,F,B,3,electric,86,99,red,M,1,weekday,6am - 12pm,12,646.8581337,0
1039,1.32,0.616976445,SEDAN,3,M,A,6,electric,104,80,black,S,1,weekday,6pm - 12am,12,647.0948336,0
1040,1.88,0.499658072,STNWG,4,M,C,4,petrol,178,68,white,M,0,weekday,6pm - 12am,6,652.0873392,1
1041,0.41,0.082804805,HBACK,4,F,B,1,dissel,100,50,white,S,0,weekday,12pm - 6pm,12,652.0791861,0
1042,3.28,0.99935872,TRUCK,3,M,B,4,dissel,262,65,brown,S,1,weekend,12am - 6 am,12,659.1436459,1
1043,1.27,0.696538554,STNWG,4,M,A,3,hybrid,152,58,gray,S,1,weekday,12pm - 6pm,12,639.3771895,0
1044,2.36,0.493899096,TRUCK,1,M,C,1,dissel,364,60,yellow,M,1,weekend,6am - 12pm,12,679.713333,0
1045,1.32,0.023703755,HBACK,1,F,B,1,petrol,73,55,black,S,1,weekday,12pm - 6pm,12,643.5496983,0
1046,2.86,0.724469661,SEDAN,2,M,D,5,petrol,170,93,black,M,0,weekend,12pm - 6pm,12,649.8516439,0
1047,4.96,0.274755467,STNWG,1,M,B,5,petrol,200,52,yellow,S,1,weekday,6pm - 12am,12,649.7766015,0
1048,4.08,0.608628589,STNWG,2,F,F,2,hybrid,126,73,brown,S,0,weekday,12pm - 6pm,12,642.2106549,0
1049,1.21,0.493167209,HBACK,3,F,F,2,petrol,103,45,gray,M,1,weekday,6am - 12pm,12,660.9758573,0
1050,1.05,0.276236165,SEDAN,3,F,C,6,dissel,117,89,white,M,0,weekday,6am - 12pm,12,662.8411702,0
1051,2.99,0.268793885,STNWG,2,F,F,3,petrol,173,62,gray,M,0,weekday,6am - 12pm,12,643.6328342,0
1052,1.54,0.565255548,HBACK,2,M,C,5,electric,122,70,gray,S,0,weekday,12pm - 6pm,12,646.0944064,0
1053,4.1,0.117039882,STNWG,1,F,C,5,dissel,121,61,red,M,0,weekday,12am - 6 am,6,646.9131728,0
